#{"t_start": 1733223098.3779752, "env_id": "None"}
r,l,t
-2873363.770375,9000,4290.889941
-2983363.655198,9000,4296.63071
-2837928.239244,9000,4302.368904
-3001881.981631,9000,4308.103727
-2903425.421985,9000,4313.82877
-2666268.171614,9000,4319.563133
-2381628.643296,9000,4325.290215
-2884492.173843,9000,4331.024617
-2478434.587196,9000,4336.739051
-2648512.906901,9000,4342.49928
-2702952.953801,9000,4348.225721
-3207972.599551,9000,4353.973614
-2680089.812879,9000,4359.702247
-2719353.380194,9000,4365.444605
-2980204.54843,9000,4371.169174
-2996558.925734,9000,4376.902662
-3077795.015375,9000,4382.62536
-2701575.57453,9000,4388.3604
-3300175.811538,9000,4394.080242
-2936652.934484,9000,4399.78884
-2680133.556444,9000,4522.004411
-2450794.165692,9000,4527.713147
-2800639.988153,9000,4533.445109
-2544817.503015,9000,4539.170882
-2852883.162931,9000,4544.897012
-2818386.177622,9000,4550.634636
-2863053.458251,9000,4556.36467
-2907907.213774,9000,4562.088721
-2879680.471902,9000,4567.817616
-2800657.00265,9000,4573.552784
-2604715.978524,9000,4579.266639
-2786319.872329,9000,4584.986192
-3027136.583965,9000,4590.686005
-2793824.478546,9000,4596.409727
-2568162.034083,9000,4602.120646
-2584287.190381,9000,4607.84866
-2387807.94691,9000,4613.54806
-2647088.581983,9000,4619.268569
-2767100.193995,9000,4624.99312
-2531062.06022,9000,4630.701402
-2396415.447749,9000,4753.225238
-2867096.570738,9000,4758.969556
-2659864.044847,9000,4764.726995
-2764775.60045,9000,4770.463852
-2859109.464395,9000,4776.226355
-2906505.594791,9000,4781.980175
-2529340.510021,9000,4787.739086
-2646981.532725,9000,4793.489349
-2517096.559872,9000,4799.245997
-2724995.593776,9000,4804.988539
-2463730.633852,9000,4810.716334
-2850799.628656,9000,4816.46512
-2576195.882125,9000,4822.206578
-2444732.439406,9000,4827.938859
-2811688.562141,9000,4833.667723
-2747178.222851,9000,4839.39991
-2684985.238851,9000,4845.120556
-2719425.205337,9000,4850.861297
-2694363.430327,9000,4856.590318
-2863561.660836,9000,4862.33451
-2916104.603948,9000,4985.050816
-2851851.183072,9000,4990.812936
-2395958.045204,9000,4996.576676
-3177769.617283,9000,5002.337599
-2914437.499751,9000,5008.107834
-2732026.45649,9000,5013.878515
-2637882.550697,9000,5019.65794
-2993870.303072,9000,5025.408662
-2265823.42232,9000,5031.187786
-2766373.369159,9000,5036.946476
-2837670.83683,9000,5042.709136
-3155389.938338,9000,5048.454972
-2565382.624441,9000,5054.203687
-2784923.220535,9000,5059.943962
-2497017.006021,9000,5065.693523
-2964211.122086,9000,5071.440013
-2766482.58227,9000,5077.195977
-2691505.91024,9000,5082.934825
-2981251.331807,9000,5088.682128
-3082246.428993,9000,5094.420462
-2629152.596636,9000,5216.853489
-2917067.46839,9000,5222.614034
-3008650.413192,9000,5228.351192
-2947228.387884,9000,5234.095955
-2560874.022384,9000,5239.832158
-2413548.414734,9000,5245.58012
-2840952.166721,9000,5251.327156
-2645399.455825,9000,5257.073225
-2620292.682662,9000,5262.821793
-2846662.751099,9000,5268.577609
-2931401.057323,9000,5274.331372
-2700502.603141,9000,5280.081723
-2864830.807683,9000,5285.838609
-3336850.698804,9000,5291.585291
-2916033.940935,9000,5297.337313
-3174920.445262,9000,5303.07429
-2744961.02143,9000,5308.832978
-3002029.739171,9000,5314.579398
-2629430.642076,9000,5320.335248
-2718760.799439,9000,5326.075314
-2923439.720185,9000,5448.457963
-2499865.244808,9000,5454.205253
-2609520.091454,9000,5459.943314
-3205691.731716,9000,5465.681587
-2551203.20435,9000,5471.407938
-2733544.072724,9000,5477.16747
-2569535.416228,9000,5482.886368
-2126454.653308,9000,5488.611308
-2584448.810472,9000,5494.313269
-2773125.1426,9000,5500.041588
-2646675.764833,9000,5505.766851
-2370796.557144,9000,5511.500747
-2671238.587446,9000,5517.233732
-2674507.242262,9000,5522.978056
-2557512.307012,9000,5528.699339
-2363789.261387,9000,5534.430217
-2788531.976734,9000,5540.150152
-2079321.559523,9000,5545.879705
-2608459.527665,9000,5551.605008
-2367178.696766,9000,5557.338202
-2363452.591539,9000,5680.329466
-2497872.32891,9000,5686.063819
-2666597.269077,9000,5691.808883
-2341544.712275,9000,5697.527722
-2441460.056785,9000,5703.271479
-2405058.823718,9000,5709.007904
-3130047.610267,9000,5714.761277
-2747726.432399,9000,5720.494701
-2237639.123178,9000,5726.225016
-2757359.917145,9000,5731.957533
-3096170.012039,9000,5737.709013
-2627817.400422,9000,5743.461159
-2561874.623166,9000,5749.20128
