#{"t_start": 1733223098.3761265, "env_id": "None"}
r,l,t
-3803415.637877,6000,5268.603859
-5206876.019107,6000,5272.38098
-4274357.093137,6000,5276.141788
-4489416.522006,6000,5472.283371
-4148476.391161,6000,5476.045863
-4012149.786302,6000,5479.828718
-4261284.802475,6000,5483.615736
-4043322.505378,6000,5487.402675
-4622506.66545,6000,5491.179598
-4335491.851957,6000,5494.956633
-3563454.618084,6000,5498.738951
-4131834.42004,6000,5502.508615
-3877723.024997,6000,5506.290661
-4580509.47031,6000,5510.068387
-4663013.525776,6000,5513.84114
-4488089.973596,6000,5517.616472
-4356798.050877,6000,5521.390091
-4095492.407004,6000,5525.165055
-4233151.682147,6000,5528.936949
-4646114.625972,6000,5532.719983
-3977500.941198,6000,5536.506678
-3954715.384912,6000,5540.281568
-4847093.193386,6000,5544.058549
-4205875.724748,6000,5666.385398
-3950104.655196,6000,5670.168171
-4180164.985493,6000,5673.943771
-4492481.623329,6000,5677.722684
-4140300.416122,6000,5681.505441
-4075825.777935,6000,5685.270808
-4109441.218851,6000,5689.033682
-4300511.118845,6000,5692.801592
-4768054.557152,6000,5696.565618
-4161093.738638,6000,5700.337122
-4600451.728201,6000,5704.1063
-4820746.101012,6000,5707.865716
-4076812.614845,6000,5711.618871
-4646587.772402,6000,5715.3681
-4752597.098512,6000,5719.127273
-4191680.998381,6000,5722.891005
-3978317.762266,6000,5726.653901
-4138995.414777,6000,5730.41925
-4072286.625168,6000,5734.192645
-4320482.897948,6000,5737.957007
000,5428.060008
-3812408.7417,6000,5432.703367
-4895097.748071,6000,5437.352167
-3763054.45023,6000,5441.991217
-4376076.858033,6000,5446.632711
-4422292.906034,6000,5454.44027
-3935793.61758,6000,5459.109879
-4413476.604833,6000,5463.776201
-4145033.854885,6000,5468.438272
-4707859.646896,6000,5551.782991
-4305349.444467,6000,5556.454059
-4178528.815452,6000,5561.120099
-4593200.392105,6000,5565.787578
-4466771.335749,6000,5573.579392
-4027614.488161,6000,5578.243089
-4772484.343964,6000,5582.897666
-4661322.101226,6000,5587.549907
-4628244.208946,6000,5595.332391
-4271729.010999,6000,5599.975488
-4216583.231174,6000,5604.637605
-4619790.907943,6000,5609.286417
-3984014.958692,6000,5613.929622
-4985602.619801,6000,5625.24097
-4309137.21829,6000,5629.886857
-4066106.206351,6000,5634.54113
-4131905.465554,6000,5639.192473
-4795745.65532,6000,5646.97523
-4438219.521393,6000,5651.633608
-3702498.121525,6000,5656.292764
-4408251.64449,6000,5660.954022
-4649213.310788,6000,5744.103979
-4359357.523468,6000,5748.744499
-4348149.58612,6000,5753.384543
