         388408497 function calls (387113178 primitive calls) in 354.312 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\losses\losses.py:13(__init__)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       19    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\saving\object_registration.py:45(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\tempfile.py:446(cleanup)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\initializers\random_initializers.py:600(compute_fans)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\tape.py:107(pop_tape)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:4007(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\ops\function.py:94(outputs)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\custom_gradient.py:398(generate_name)
       32    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\data_structures.py:485(_non_append_mutation)
       11    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\ops\function.py:89(inputs)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\tempfile.py:313(gettempdir)
       31    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\base.py:171(_lcpl)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\multiprocessing\synchronize.py:370(Barrier)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_parser.py:231(__init__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\func_graph.py:560(deref)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:189(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:5395(add_to_collection)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
       18    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\filters.py:92(_normalize_external)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\tokenize.py:382(find_cookie)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\collective_util.py:120(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\data_adapters\data_adapter_utils.py:10(unpack_x_y_sample_weight)
       25    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback.py:94(on_epoch_begin)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\preprocessing\image.py:696(DataFrameIterator)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\multiprocessing\synchronize.py:46(SemLock)
        8    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\ops\node.py:95(parent_nodes)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\functools.py:393(__get__)
       26    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2459(anonymous_name)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\functional.py:281(shape_with_no_batch_size)
       13    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_parser.py:256(match)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\types\trace.py:215(from_tensors)
       30    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:4093(value_container)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\tempfile.py:471(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:585(_get_current_learning_rate)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\record.py:48(watched_variables)
       24    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:4090(_local_results)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\ops\operation.py:268(_get_node_attribute_at_index)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:382(_lock_state)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\utils.py:252(_is_utf)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:91(_default_control_status_ctx)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\initializers\random_initializers.py:351(get_config)
       20    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\base.py:94(is_float16_dtype)
        9    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\tempfile.py:440(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2246(_set_context_locked)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\functional.py:132(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\losses.py:4(Reduction)
       18    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\contextlib.py:772(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:174(variables)
        9    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\functional.py:548(operation_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\losses\__init__.py:156(get)
       21    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\dtype_policies\dtype_policy.py:96(variable_dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\losses\loss.py:77(standardize_reduction)
        5    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\custom_gradient.py:325(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\data_structures.py:62(_should_wrap_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\preprocessing\image.py:392(DirectoryIterator)
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:78(_SatisfiesIntMinimumConstraint)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\func_graph.py:782(captures)
        8    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\data_structures.py:162(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:832(_collective_all_reduce_multi_worker)
       18    0.000    0.000    0.000    0.000 {function TrackedSet.clear at 0x000001C7AC827BA0}
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\dtype_policies\dtype_policy.py:176(get_config)
        8    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\record.py:67(should_record_backprop)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:355(flatten)
        4    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\regularizers\__init__.py:26(serialize)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_compiler.py:398(_simple)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       19    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\saving\serialization_lib.py:43(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:649(_filter_empty_gradients)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\utils.py:222(__eq__)
       19    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\tf_decorator.py:359(decorator_argspec)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:672(_clip_gradients)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_parser.py:293(tell)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\pathlib.py:1164(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\utils.py:187(disable_on_exception)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\core\input_layer.py:82(get_config)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\model.py:584(functional_init_arguments)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\functional.py:569(unpack_singleton)
       14    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\control_flow_util.py:46(EnableControlFlowV2)
       19    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\regularizers\__init__.py:41(get)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\forwardprop_util.py:30(__new__)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\core\dense.py:151(compute_output_shape)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\custom_gradient.py:393(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\backprop.py:801(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:128(on_train_begin)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\options.py:166(_to_proto)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\trainer.py:239(run_eagerly)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\progbar_logger.py:20(__init__)
       15    0.000    0.000    0.000    0.000 {function TrackedList.clear at 0x000001C7AC827100}
        2    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
        1    0.000    0.000    0.000    0.000 c:\Users\s144763\OneDrive - TU Eindhoven\Documents\Github\SMDP_remco\policy_learner.py:10(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\constraints\__init__.py:26(serialize)
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:820(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:3115(add_to_collection)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_ListPluggablePhysicalDevices}
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\variables.py:311(constraint)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\threading.py:1249(daemon)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:259(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\functional.py:676(is_input_keras_tensor)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\zipfile\__init__.py:583(is_dir)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:381(increment_and_get)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:37(distribute_reduction_method)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_parser.py:83(groups)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\core\converter.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\layers.py:216(ThresholdedReLU)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\preprocessing\image.py:204(BatchFromFilesMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_parser.py:86(opengroup)
       18    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\contextlib.py:775(__enter__)
        3    0.000    0.000    0.000    0.000 {function _ZipWriteFile.close at 0x000001C7A97A16C0}
       17    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeWatchedVariables}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherRemove}
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:1176(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:127(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:838(_is_per_replica_instance)
       18    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\contextlib.py:778(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetTfrt}
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:587(name)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\metrics\metric.py:236(_check_super_called)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:316(by_val_capture_tuples)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2461(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\saving\object_registration.py:159(get_registered_name)
       10    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_parser.py:113(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:1671(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\op_selector.py:40(concatenate_unique)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\compile_utils.py:34(is_function_like)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\preprocessing\text.py:81(Tokenizer)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\zip_op.py:27(_ZipDataset)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:115(placeholder_value)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRemove}
        9    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\deprecation.py:670(deprecated_argument_lookup)
        9    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor.py:1095(flatten)
       10    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\device_spec.py:266(job)
       14    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\variables.py:273(overwrite_with_gradient)
        8    0.000    0.000    0.000    0.000 {method 'extendleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:225(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherWatchedVariables}
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\constraints\__init__.py:41(get)
        8    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:77(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\compile_utils.py:232(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\multiprocessing\synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\range_op.py:28(_RangeDataset)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\flat_map_op.py:27(_FlatMapDataset)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListName}
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:803(finalize_variable_values)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\concatenate_op.py:26(_ConcatenateDataset)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\pathlib.py:583(name)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\tf_decorator.py:347(decorated_target)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:1185(rewriter_bool)
        9    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\device_spec.py:274(task)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\dtype_policies\dtype_policy.py:290(set_dtype_policy)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\preprocessing\image.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\type_spec.py:271(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\saving\serialization_lib.py:33(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\polymorphism\function_cache.py:81(generalize)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\custom_gradient.py:392(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\lift_to_graph.py:281(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\ops\node.py:54(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\dtype_policies\dtype_policy.py:134(name)
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:754(compute_mask)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\preprocessing\image.py:949(ImageDataGenerator)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\from_tensors_op.py:26(_TensorDataset)
        3    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        9    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
        8    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\traceback.py:265(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\logging\__init__.py:234(_acquireLock)
       10    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\device_spec.py:278(device_type)
       12    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\variables.py:295(regularizer)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\typing.py:1815(_lazy_load_getattr_static)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\threading.py:1036(_set_ident)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'google._upb._message.MessageMapContainer' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\logging\__init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\zipfile\__init__.py:1938(__del__)
        9    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\device_spec.py:270(replica)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:997(forward)
